sy_name,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens
"Kepler-1748",0.92,-0.220,"[Fe/H]",,4.53,,0.7047
"Kepler-208",1.03,,,,4.46,,
"Kepler-310",,,,,4.50,,
"Kepler-210",0.55,-0.120,"[Fe/H]",,4.73,,1.1940
"HD 6718",,,,,,,
"Kepler-1928",,,,,,,
"Kepler-1865",0.87,,,-0.329,4.51,,1.9220
"Kepler-232",1.05,0.070,"[Fe/H]",,4.52,,1.0229
"Kepler-82",,-0.014,"[Fe/H]",,4.49,,
"Kepler-82",0.92,0.160,"[Fe/H]",,4.46,,2.0592
"Kepler-1818",,-0.084,"[Fe/H]",,4.35,,
"Kepler-48",,,,,,,
"Kepler-405",0.96,-0.140,"[Fe/H]",,4.54,,1.1126
"Kepler-785",,0.376,"[Fe/H]",,4.69,,
"Kepler-1563",,-0.055,"[Fe/H]",,4.58,,
"Kepler-231",0.58,,,,4.72,13.800,
"Kepler-1004",1.41,0.040,"[Fe/H]",,3.43,,0.0555
"Kepler-522",,,,,,,
"Kepler-481",0.98,,,,4.29,9.100,
"Kepler-17",,,,,4.45,,
"Kepler-780",0.95,0.020,"[Fe/H]",,4.34,,1.0139
"Kepler-355",1.05,,,,4.43,,
"Kepler-1270",1.38,,,,3.61,3.300,
"Kepler-1216",1.06,,,,4.50,,
"Kepler-290",0.85,-0.040,"[Fe/H]",,4.60,,9.4875
"Kepler-137",0.81,-0.040,"[Fe/H]",,4.55,,1.4240
"HD 5319",1.44,0.050,"[Fe/H]",,3.35,,
"Kepler-811",,,,,4.50,,
"Kepler-897",1.00,,,0.288,4.11,,0.4510
"Kepler-562",,,,,,,
"Kepler-94",0.64,-0.120,"[M/H]",,,,
"Kepler-101",,,,,,,
"Kepler-1066",,,,,,,
"Kepler-472",,,,,4.57,,
"TOI-5388",0.29,,,-1.880,4.91,,13.4033
"TOI-1806",0.39,,,-1.779,4.83,,8.5614
"Kepler-1262",,,,,,,
"Kepler-147",1.11,0.070,"[Fe/H]",,4.18,,0.0238
"Kepler-260",0.82,0.000,"[Fe/H]",,4.49,,1.8496
"HD 213472",1.05,0.125,"[Fe/H]",,4.14,,
"Kepler-222",0.94,0.120,"[Fe/H]",,4.56,,2.5516
"Kepler-237",,,,,,,
"Kepler-82",,,,,,,
"Kepler-891",0.98,,,,4.55,0.400,
"Kepler-195",0.89,,,-0.367,4.58,,2.4617
"kap And",2.60,-0.360,"[M/H]",1.830,3.78,0.030,
"Kepler-1404",0.78,-0.380,"[Fe/H]",,4.59,,3.9511
"Kepler-1364",1.58,-0.120,"[Fe/H]",,3.92,,0.1237
"Kepler-107",,-0.092,"[Fe/H]",,4.47,,
"Kepler-333",,-0.472,"[Fe/H]",,4.51,,
"Kepler-618",1.00,0.100,"[Fe/H]",,4.28,,0.6865
"HD 40979",1.21,0.210,"[Fe/H]",,4.31,,
"Kepler-33",,,,,4.03,,
"Kepler-780",0.97,0.080,"[Fe/H]",,4.39,,0.9842
"Kepler-614",,,,,,,
"HD 190647",,,,,,,
"Kepler-1607",0.89,-0.300,"[Fe/H]",,4.11,,0.1019
"Kepler-83",0.54,-0.150,"[M/H]",,,,
"Kepler-1109",,-0.284,"[Fe/H]",,4.53,,
"HD 79181",,-0.230,"[M/H]",,,,
"Kepler-216",,,,,,,
"Kepler-221",,,,,,,
"Kepler-1040",,,,,,,
"Kepler-96",0.95,0.040,"[Fe/H]",,4.42,,0.6936
"Kepler-481",,,,,,,
"HD 179949",,,,,,,
"Kepler-995",0.78,,,,4.50,13.700,
"Kepler-744",,,,,,,
"Kepler-233",,,,,,,
"Kepler-33",,,,,,,
"Kepler-1256",,,,,4.30,,
"TOI-1338",0.31,,,,,4.400,
"Kepler-540",0.94,,,,4.25,9.800,
"HD 70642",1.00,0.160,"[Fe/H]",,,4.000,
"Kepler-1614",,-0.024,"[Fe/H]",,4.74,,
"Kepler-1383",1.16,-0.331,"[M/H]",0.568,4.04,,0.3333
"Kepler-1078",,,,,,,
"KIC 10525077",,,,0.129,,,
"Kepler-619",,,,,,,
"Kepler-1569",,-0.119,"[Fe/H]",,4.39,,
"Kepler-1859",,,,,4.36,,
"KOI-351",1.11,,,,,,
"Kepler-955",0.81,,,,4.49,,
"Kepler-497",1.09,0.240,"[Fe/H]",,4.39,3.550,
"WASP-184",,,,,4.07,,
"Kepler-61",,,,,,,
"Kepler-803",,,,,,,
"Kepler-1992",0.83,,,,4.42,13.600,
"Kepler-1233",1.15,,,,4.43,,
"Kepler-157",1.02,-0.059,"[M/H]",0.091,4.34,,1.0017
"Kepler-923",1.07,,,,4.49,0.300,
"HD 196067",1.28,0.230,"[Fe/H]",,4.13,,
"HD 99492",,,,,,,
"Kepler-158",,,,,4.68,,
"Kepler-1131",,-0.062,"[Fe/H]",,4.79,,
"Kepler-1965",,,,,,,
"Kepler-1749",0.57,,,,4.73,13.900,
"Kepler-268",1.07,-0.120,"[Fe/H]",,4.36,,2.6973
"Kepler-1288",,,,0.302,,,
"HD 192310",,,,,,,
"Kepler-398",0.70,-0.040,"[Fe/H]",,4.64,,5.1073
"HD 72892",,,,,,,
"Kepler-409",,,,-0.197,,,
"Kepler-1081",,0.071,"[Fe/H]",,4.03,,
"Kepler-750",1.19,-0.100,"[Fe/H]",,4.38,,0.9927
"Kepler-892",0.69,,,,4.63,13.700,
"Kepler-353",0.54,-0.200,"[Fe/H]",,4.74,,1.4023
"HD 202206",1.06,0.350,"[Fe/H]",,4.50,,
"Kepler-1221",,,,,,,
"Kepler-730",,0.140,"[Fe/H]",,4.42,,
"Kepler-1449",,0.219,"[Fe/H]",,4.55,,
"Kepler-427",1.06,,,0.245,4.25,,0.7043
"HD 135872",,0.090,"[M/H]",,,,
"Kepler-997",,,,,,,
"Kepler-627",,,,,,,
"Kepler-1669",,,,,4.78,,
"Kepler-1553",,-0.050,"[Fe/H]",,4.94,,
"Kepler-304",0.83,0.560,"[Fe/H]",,4.46,,4.4148
"Wendelstein-1",0.65,,,,,,
"Kepler-1712",0.57,,,-1.179,4.67,,4.0773
"Kepler-1484",1.05,-0.300,"[Fe/H]",,4.47,,0.0634
"Kepler-646",,,,,,,
"HD 102117",1.03,0.300,"[Fe/H]",0.196,4.27,,
"Kepler-1407",1.10,0.060,"[Fe/H]",,4.38,,1.7956
"Kepler-1116",,,,-0.172,,,
"NGC 2682 YBP 401",,,,0.289,,,
"Kepler-1142",0.82,-0.440,"[Fe/H]",,4.55,,0.0967
"Kepler-974",0.46,0.000,"[Fe/H]",,4.80,,10.2039
"HD 200964",,,,,,,
"Kepler-81",0.54,-0.200,"[Fe/H]",,4.74,,5.5414
"Kepler-806",,,,,3.98,,
"Kepler-749",0.52,-1.700,"[Fe/H]",,4.75,,3.5462
"Kepler-645",1.23,-0.049,"[M/H]",0.451,4.22,,0.6086
"Kepler-357",,,,,,,
"Kepler-1100",,,,,,,
"Kepler-327",,,,,,,
"Kepler-1154",,,,,,,
"Kepler-339",0.84,,,,4.61,,
"HD 181720",0.92,-0.530,"[Fe/H]",0.288,4.24,,
"Kepler-293",1.04,0.100,"[Fe/H]",,4.51,,0.8042
"Kepler-1237",0.81,,,,4.58,6.100,
"HD 216520",,,,,,,
"Kepler-285",,,,,,,
"GJ 649",,,,,,,
"Kepler-1457",,-0.222,"[Fe/H]",,4.80,,
"HD 22496",,,,,,,
"Kepler-1016",,,,,4.55,,
"Kepler-279",1.10,-0.580,"[Fe/H]",,4.42,,0.0513
"Kepler-141",,0.538,"[Fe/H]",,4.18,,
"Kepler-766",1.02,,,,4.52,0.300,
"Kepler-1090",,,,,,,
"Kepler-1569",1.14,0.081,"[M/H]",0.335,4.25,,0.6946
"Kepler-1033",,,,,,,
"Kepler-388",0.64,,,,4.68,13.900,
"HD 29021",,,,,,,
"HD 24040",,,,,,,
"Kepler-103",1.15,,,,4.33,,
"Kepler-123",,-0.199,"[Fe/H]",,4.44,,
"Kepler-771",1.05,-0.040,"[Fe/H]",,4.49,,0.6364
"Kepler-514",,-0.081,"[Fe/H]",,4.27,,
"HD 187123",1.02,0.106,"[Fe/H]",,4.32,,
"18 Del",2.00,-0.100,"[Fe/H]",,,1.100,
"Kepler-342",,,,,4.19,,
"Kepler-580",0.58,-0.130,"[Fe/H]",,4.71,,2.1942
"Kepler-327",,-0.042,"[Fe/H]",,4.39,,
"Kepler-1142",,,,,4.56,,
"Kepler-751",0.92,,,-0.264,4.53,,1.9948
"Kepler-247",,,,,,,
"Kepler-866",,,,,4.63,,
"Kepler-184",,,,,,,
"Kepler-1425",,,,,,,
"Kepler-681",,,,,4.62,,
"Kepler-573",,,,,,,
"Kepler-986",,,,,,,
"Kepler-250",,,,,4.55,,
"Kepler-535",,,,,4.37,,
"Kepler-374",1.04,0.030,"[Fe/H]",,4.42,3.890,
"HAT-P-1",1.13,0.130,"[Fe/H]",0.170,4.38,2.700,1.0890
"Kepler-381",1.27,-0.280,"[Fe/H]",,3.92,,2.9797
"Kepler-1160",,,,,4.61,,
"Kepler-402",,,,,4.28,,
"Kepler-871",,,,,,,
"Kepler-156",,,,,,,
"TOI-907",1.20,,,0.759,3.89,,0.1936
"Kepler-1168",,,,,4.65,,
"HD 181342",1.70,0.150,"[Fe/H]",,3.27,,
"HD 90156",0.94,,,,4.52,2.600,
"Kepler-248",,,,,4.52,,
"Kepler-1742",0.99,,,-0.184,4.56,,2.1539
"Kepler-286",,,,,,,
"OGLE-TR-132",1.26,0.370,"[Fe/H]",,4.51,1.300,
"Kepler-377",,,,,,,
"Kepler-1368",,,,,,,
"Kepler-623",,,,,4.50,,
"Kepler-1822",,,,,,,
"Kepler-314",,,,-0.246,,,
"Kepler-77",,,,,4.45,,
"Kepler-196",0.81,-0.060,"[Fe/H]",,4.57,,0.9479
"Kepler-1626",,,,,,,
"Kepler-878",0.72,-0.260,"[Fe/H]",,4.53,,3.4542
"Kepler-211",,,,-0.408,,,
"Kepler-211",,,,,4.55,,
"Kepler-859",,,,,,,
"Kepler-212",,,,,4.18,,
"Kepler-1180",0.91,-0.580,"[Fe/H]",,4.42,,0.6606
"Kepler-431",1.21,,,,4.01,4.340,
"Kepler-172",,,,,4.39,,
"Kepler-1135",,,,,,,
"Kepler-752",,,,,4.54,,
"Kepler-664",,,,,4.43,,
"HATS-44",0.79,,,-0.411,4.44,,1.6030
"Kepler-1954",0.94,-0.240,"[Fe/H]",,4.55,,2.5264
"Kepler-1697",,,,,,,
"Kepler-1867",,,,,,,
"Kepler-1867",0.95,,,,4.56,0.500,
"Kepler-972",1.05,,,,4.37,4.100,
"Kepler-1802",,-0.152,"[Fe/H]",,4.56,,
"HD 148427",,,,0.967,,,
"HD 125612",,,,,,,
"Kepler-648",1.00,0.197,"[M/H]",-0.053,4.46,,1.4984
"Kepler-836",,,,,,,
"Kepler-59",1.04,,,,4.51,,
"Kepler-1043",0.83,,,,4.52,,
"Kepler-1338",1.01,-0.080,"[Fe/H]",,4.36,,1.6879
"Kepler-269",,,,,,,
"Kepler-372",,,,,,,
"Kepler-400",,,,,4.35,,
"Kepler-595",,,,,4.59,,
"Kepler-1128",1.02,0.210,"[Fe/H]",,4.54,,7.1656
"Kepler-685",0.87,,,,4.39,11.300,
"Kepler-1255",0.96,,,,4.48,,
"Kepler-1508",,,,,,,
"HD 156668",,,,,,,
"Kepler-583",0.92,,,-0.101,4.36,,1.1370
"Kepler-223",,,,,,,
"HD 216437",,,,,,,
"Kepler-1060",,,,,4.44,,
"Kepler-231",0.51,-0.100,"[Fe/H]",,4.78,,7.1621
"Kepler-55",,,,,,,
"Kepler-884",,-0.187,"[Fe/H]",,4.41,,
"Kepler-1302",,0.040,"[Fe/H]",,4.49,,
"Kepler-830",0.95,-0.480,"[Fe/H]",,4.42,,0.3999
"Kepler-1812",1.12,,,,4.46,,
"Kepler-404",,,,,,,
"Kepler-1779",1.01,0.160,"[Fe/H]",,4.39,,0.3388
"Kepler-208",0.96,,,,4.45,,
"Kepler-1241",,,,,4.56,,
"HD 181342",2.25,0.210,"[Fe/H]",,3.38,,
"Kepler-99",0.75,0.160,"[Fe/H]",,4.54,,0.5384
"Kepler-878",,,,,4.58,,
"Kepler-294",,,,,,,
"Kepler-1769",,,,,4.35,,
"HD 52265",1.22,0.191,"[Fe/H]",,4.24,,
"Kepler-466",0.97,-0.040,"[Fe/H]",,4.41,,1.7903
"Kepler-2000",,,,,,,
"Kepler-675",,,,,,,
"Kepler-1783",,,,,3.91,,
"Kepler-1559",0.93,0.070,"[Fe/H]",,4.58,,1.6719
"Kepler-167",0.77,0.070,"[Fe/H]",,4.51,,1.2330
"HD 215152",,0.050,"[Fe/H]",,4.91,,
"CoRoT-12",1.00,,,0.070,4.38,6.170,1.2200
"TOI-712",,,,,4.59,,
"Kepler-850",1.09,,,,4.48,0.300,
"Kepler-310",,,,,4.50,,
"Kepler-69",,,,,,,
"Kepler-42",0.62,,,,4.56,,
"Kepler-1168",0.81,,,,4.64,0.600,
"HD 108147",,,,,,,
"Kepler-758",1.21,,,,4.40,,
"Kepler-1893",,0.055,"[Fe/H]",,4.28,,
"Kepler-1300",,,,0.564,,,
"Kepler-1378",0.65,-0.060,"[Fe/H]",,4.61,,3.1949
"Kepler-1639",1.11,-0.260,"[Fe/H]",,4.37,,2.9893
"Kepler-1070",,,,,4.34,,
"Kepler-11",0.92,,,,,,
"Kepler-1878",1.03,,,0.187,4.26,,0.7396
"Kepler-561",,,,,,,
"Kepler-1329",,,,,,,
"Kepler-209",,,,,,,
"Kepler-157",0.92,-0.120,"[Fe/H]",,4.39,,1.1825
"HD 147379",,,,,,,
"Kepler-1899",0.76,0.070,"[Fe/H]",,4.58,,4.2513
"Kepler-524",1.04,0.000,"[Fe/H]",,4.39,,0.4509
"Kepler-941",1.07,,,,4.46,,
"Kepler-106",0.96,,,,,,
"Kepler-1108",,,,,4.62,,
"Kepler-925",,,,,,,
"TOI-763",,,,-0.154,,,
"HD 7924",0.83,-0.150,"[Fe/H]",-0.409,4.59,0.880,
"Kepler-1298",,,,,,,
"Kepler-426",,,,,4.50,,
"Kepler-171",,,,,,,
"Kepler-1253",,,,,4.39,,
"HD 40956",,,,,,,
"Kepler-1279",1.12,,,0.693,3.87,,0.1902
"Kepler-1108",,,,,,,
"Kepler-1909",,,,,,,
"Kepler-1756",,,,,4.59,,
"Kepler-990",0.96,-0.240,"[Fe/H]",,4.49,,1.5295
"HD 62364",1.20,-0.110,"[Fe/H]",,4.29,,
"Kepler-761",,,,,4.42,,
"HD 31527",,,,,,,
"HD 117207",1.08,0.266,"[Fe/H]",,4.51,,
"Kepler-1619",,,,,,,
"Kepler-1836",1.03,,,0.016,4.43,,1.3591
"Kepler-147",,0.078,"[Fe/H]",,4.28,,
"Kepler-489",,,,,,,
"Kepler-911",,-0.158,"[Fe/H]",,4.32,,
"Kepler-449",,,,,,,
"Kepler-1073",0.89,,,,4.59,,
"Kepler-1959",0.83,,,-0.474,4.58,,2.4931
"Kepler-1235",,,,-0.182,,,
"Kepler-1196",,,,,,,
"Kepler-499",,,,-0.317,,,
"Kepler-499",,,,,4.61,,
"Kepler-499",,,,,,,
"Kepler-521",,-0.324,"[Fe/H]",,4.06,,
"Kepler-76",1.15,-0.100,"[Fe/H]",,4.20,,0.9202
"HIP 54373",0.50,,,-1.155,,,
"HD 99706",,,,,,,
"Kepler-187",,,,0.363,,,
"Kepler-946",,,,,,,
"Kepler-946",,,,,,,
"Kepler-1341",0.71,,,-0.638,4.50,,2.0642
"Kepler-1014",,,,,,,
"Kepler-760",,,,,,,
"Kepler-316",0.56,-0.380,"[Fe/H]",,4.70,,4.2899
"Kepler-1203",,,,,4.73,,
"Kepler-266",1.05,0.100,"[Fe/H]",,4.44,,1.7840
"Kepler-251",0.94,-0.160,"[Fe/H]",,4.35,,2.1214
"Kepler-1407",,,,,,,
"Kepler-1289",,,,,,,
"Kepler-806",,,,,,,
"Kepler-1967",0.78,,,-0.567,4.58,,2.6134
"Kepler-1157",0.71,,,-0.675,4.55,,2.4339
"Kepler-933",0.71,,,,4.70,,
"Kepler-1016",1.06,,,,4.50,0.300,
"HD 82943",1.04,0.290,"[Fe/H]",0.161,,2.350,
"Kepler-616",0.98,-0.020,"[Fe/H]",,4.46,3.890,
"Kepler-1494",1.01,-0.020,"[Fe/H]",,4.44,,0.0870
"Kepler-1173",0.88,0.160,"[Fe/H]",,4.56,,3.2202
"Kepler-1771",0.99,,,,4.53,0.800,
"Kepler-911",,,,,4.03,,
"Kepler-763",,,,,4.60,,
"Kepler-200",1.04,,,,4.24,6.300,
"Kepler-1260",1.03,,,0.526,3.93,,0.2371
"Kepler-336",,,,,,,
"TOI-1683",0.69,,,,4.59,,
"Kepler-1966",,,,,,,
"Kepler-210",,,,,,,
"Kepler-221",0.82,,,,4.54,8.700,
"Kepler-1814",,,,,4.57,,
"Kepler-1214",,,,,,,
"Kepler-1324",,,,,,,
"Kepler-329",0.60,,,,4.70,13.800,
"Kepler-574",,,,,,,
"Kepler-1802",,,,,,,
"Kepler-1863",,,,,,,
"Kepler-24",0.96,-0.240,"[Fe/H]",,4.35,,0.0340
"Kepler-714",,,,,,,
"Kepler-1245",,,,,,,
"Kepler-1248",,,,,4.46,,
"Kepler-932",,,,-0.389,,,
"Kepler-1872",,0.322,"[Fe/H]",,4.51,,
"Kepler-876",,,,,,,
"Kepler-1005",,,,,4.41,,
"Kepler-116",,,,,,,
"Kepler-855",,,,,,,
"Kepler-1561",0.96,-0.080,"[Fe/H]",,4.55,,2.0028
"Kepler-718",,,,0.052,,,
"Kepler-83",0.54,-0.150,"[Fe/H]",,4.74,,3.4918
"Kepler-303",0.59,,,,4.72,,
"Kepler-363",,,,,3.91,,
"GJ 724",,,,,,,
"HD 105618",1.01,,,,,,
"Kepler-75",,,,-0.292,,,
"HD 105779",0.89,-0.250,"[Fe/H]",-0.108,4.36,7.540,
"HD 23472",,,,-0.637,,,
"Kepler-863",,,,0.098,,,
"Kepler-592",1.07,,,,4.49,0.400,
"Kepler-1270",,,,,,,
"Kepler-152",0.85,-0.140,"[Fe/H]",,4.60,,7.8160
"Kepler-552",1.09,0.020,"[Fe/H]",,4.46,,0.7844
"Kepler-1094",1.03,,,,4.50,,
"Kepler-249",0.44,0.020,"[M/H]",,,,
"Kepler-698",0.94,-0.030,"[Fe/H]",,4.50,4.270,
"Kepler-377",,,,,,,
"Kepler-749",,,,,,,
"Kepler-512",,,,,,,
"HD 94834",,0.120,"[M/H]",,,,
"Kepler-392",,,,,,,
"Kepler-1880",0.70,,,-0.762,4.61,,3.0078
"Kepler-1753",,,,,,,
"Kepler-591",,,,,4.54,,
"Kepler-411",0.82,0.070,"[Fe/H]",,4.62,,0.2555
"Kepler-202",,0.012,"[Fe/H]",,4.63,,
"Kepler-672",1.08,0.070,"[Fe/H]",,4.50,,1.9660
"LP 890-9",,,,,5.16,,
"Kepler-292",0.88,,,-0.337,4.54,,2.1065
"HD 99492",0.86,0.278,"[Fe/H]",,4.54,,
"Kepler-511",1.00,,,,4.44,,
"Kepler-929",0.73,,,,4.54,,
"Kepler-1214",0.80,,,,4.52,,
"Kepler-1131",0.98,,,,4.54,,
"HD 240237",1.69,-0.260,"[Fe/H]",2.490,1.66,,
"HD 145377",,,,,,,
"Kepler-661",0.62,,,,4.69,13.600,
"Kepler-222",,,,,4.57,,
"Kepler-671",,,,,4.59,,
"Kepler-192",,,,,,,
"Kepler-438",,,,,,,
"Kepler-1263",,,,,4.59,,
"Kepler-286",1.00,-0.180,"[Fe/H]",,4.52,,2.3218
"Kepler-1134",0.89,,,-0.397,4.62,,2.7632
"Kepler-284",0.93,,,-0.341,4.62,,2.7482
"Kepler-166",0.82,-0.280,"[Fe/H]",,4.59,,2.8320
"Kepler-497",,,,0.252,,,
"Kepler-777",0.58,-0.170,"[Fe/H]",,4.71,3.160,
"HD 10697",,,,,,,
"Kepler-779",,,,,4.74,,
"rho CrB",,,,,,,
"Kepler-172",,,,,4.39,,
"OGLE-TR-111",0.78,0.220,"[M/H]",-0.339,4.35,,1.1713
"Kepler-977",0.79,-0.140,"[Fe/H]",,4.46,,2.7808
"Kepler-1805",0.59,,,-1.177,4.65,,3.8890
"Kepler-1918",,,,,,,
"Kepler-1270",,-0.132,"[Fe/H]",,3.61,,
"Kepler-485",1.04,0.140,"[M/H]",0.079,4.38,,1.1228
"Kepler-1024",,,,,4.63,,
"Kepler-1981",,,,,,,
"Kepler-140",,,,,,,
"Kepler-920",,,,,,,
"Kepler-647",,,,,4.38,,
"HD 112640",,,,,,,
"Kepler-1166",,,,,4.39,,
"HD 187123",1.04,0.130,"[Fe/H]",,4.42,,
"GJ 9066",,,,,,,
"Kepler-245",,,,,4.51,,
"Kepler-1030",0.81,0.303,"[M/H]",-0.553,4.63,,3.0408
"Kepler-1211",1.00,,,,4.53,,
"Kepler-312",1.17,0.121,"[M/H]",0.598,4.02,,0.3090
"Kepler-1193",,,,,4.41,,
"Kepler-39",,,,,4.45,,
"Kepler-823",,,,,,,
"HD 217786",1.14,,,,,,
"Kepler-527",,,,,4.43,,
"Kepler-2000",,,,,,,
"Kepler-478",,,,,4.53,,
"Kepler-101",,,,,4.40,,
"Kepler-1205",0.78,,,,4.50,13.900,
"CoRoT-20",1.14,0.140,"[Fe/H]",,4.20,0.100,1.5100
"Kepler-1129",,,,,4.42,,
"Kepler-47",0.85,-0.260,"[Fe/H]",,4.49,,1.8910
"Kepler-35",0.80,-0.320,"[Fe/H]",,4.36,,2.8065
"Kepler-128",1.18,-0.090,"[Fe/H]",,4.07,,1.7453
"Kepler-1958",0.96,-0.100,"[Fe/H]",,4.55,,3.3996
"Kepler-971",,,,,,,
"Kepler-298",0.67,-0.200,"[Fe/H]",,4.63,,4.0084
"Kepler-288",,,,,,,
"Kepler-1761",,,,,,,
"Kepler-20",0.88,0.020,"[Fe/H]",,4.45,,1.2626
"Kepler-36",1.07,-0.200,"[Fe/H]",,4.04,,0.2735
"HD 38529",1.60,0.400,"[Fe/H]",,3.94,,
"Kepler-1979",1.01,0.179,"[M/H]",-0.094,4.51,,1.8070
"Kepler-83",0.54,-0.150,"[Fe/H]",,4.74,,3.4918
"Kepler-1816",0.80,-0.240,"[Fe/H]",,4.62,,6.7458
"Kepler-1734",,-0.054,"[Fe/H]",,4.69,,
"Kepler-1361",,0.140,"[Fe/H]",,4.33,,
"Kepler-1182",,,,0.168,,,
"Kepler-559",,,,,,,
"Kepler-1445",,,,,,,
"Kepler-11",0.92,0.000,"[Fe/H]",,4.36,,1.2629
"KIC 5437945",,,,,,,
"HIP 70849",0.61,,,-1.063,4.62,,3.4128
"Kepler-8",1.23,-0.055,"[Fe/H]",,4.18,3.200,0.5180
"Kepler-378",,,,,,,
"Kepler-966",0.89,,,,4.24,13.500,
"Kepler-918",,,,,4.51,,
"HD 219077",1.51,-0.100,"[Fe/H]",,4.05,,
"HD 27894",0.80,0.210,"[Fe/H]",-0.449,4.02,13.000,
"Kepler-1217",,,,,,,
"Kepler-196",,,,,4.03,,
"HD 164922",0.93,0.170,"[Fe/H]",-0.119,4.46,13.400,
"Kepler-266",1.06,,,,4.44,,
"Kepler-1205",,,,,,,
"HD 221420",,,,,,,
"Kepler-416",,,,,,,
"30 Ari",,,,,,,
"Kepler-120",,,,,4.73,,
"Kepler-11",,,,,,,
"HD 19994",1.37,0.240,"[Fe/H]",0.566,4.48,,
"Kepler-1390",,-0.311,"[Fe/H]",,4.85,,
"HD 128311",0.83,0.080,"[Fe/H]",,,,
"Kepler-414",0.95,,,,4.48,5.500,
"Kepler-808",0.65,,,,4.66,13.900,
"Kepler-1116",0.95,,,,4.56,0.500,
"Kepler-1623",0.98,,,-0.172,4.54,,2.0352
"Kepler-814",,,,,,,
"Kepler-416",1.00,-0.100,"[Fe/H]",,4.38,,1.7361
"HD 33142",,,,,,,
"HIP 99770",1.85,,,1.142,,0.264,
"HIP 70950",0.68,,,-0.658,4.70,,
"Kepler-75",,,,,4.50,,
"Kepler-161",0.77,,,,4.65,,
"Kepler-299",1.01,-0.080,"[Fe/H]",,4.52,,1.1680
"HD 96127",10.94,-0.240,"[Fe/H]",,2.06,,
"Kepler-1321",,,,,,,
"Kepler-1695",,,,-0.148,,,
"Kepler-653",,,,,4.41,,
"Kepler-325",,,,,4.41,,
"Kepler-1167",,-0.191,"[Fe/H]",,4.49,,
"Kepler-440",0.48,-0.300,"[Fe/H]",,4.77,,1.7009
"Kepler-272",0.78,,,,,,
"Kepler-254",,,,,4.55,,
"Kepler-1238",1.27,,,0.584,4.13,,0.4330
"Kepler-298",,,,,4.67,,
"Kepler-1304",,,,,4.46,,
"HD 215152",,,,,,,
"Kepler-53",,,,,,,
"Kepler-266",0.97,,,0.012,4.33,,0.9941
"Kepler-1272",0.97,,,,4.36,,
"Kepler-156",0.80,-0.020,"[Fe/H]",,4.57,,1.0269
"Kepler-922",,,,-0.144,,,
"Kepler-1912",,,,,,,
"Kepler-1293",,,,,,,
"Kepler-141",1.00,,,,1.87,,
"HD 154345",0.88,-0.105,"[Fe/H]",,4.54,,
"Kepler-1232",,,,,,,
"Kepler-1131",1.02,,,,4.52,0.300,
"Kepler-1990",,,,,,,
"Kepler-536",,,,,,,
"Kepler-130",0.95,-0.160,"[Fe/H]",,4.30,,0.7331
"Kepler-923",1.13,,,,4.46,,
"Kepler-950",,,,,,,
"Kepler-1413",0.93,0.100,"[Fe/H]",,4.57,,2.2328
"Kepler-862",0.80,,,,4.50,,
"Kepler-296",,,,,,,
"Kepler-838",,,,-0.106,,,
"Kepler-1344",1.07,-0.080,"[Fe/H]",,4.37,,1.2239
"Kepler-1341",0.69,-0.100,"[Fe/H]",,4.64,,1.1970
"Kepler-144",,,,0.266,,,
"Kepler-1541",,,,,,,
"Kepler-114",,,,,,,
"Kepler-808",0.53,-0.980,"[Fe/H]",,4.71,,4.1749
"Kepler-1018",,,,,4.54,,
"Kepler-1417",0.99,,,,4.41,4.800,
"GJ 338",,,,,,,
"HD 112300",1.40,-0.060,"[Fe/H]",2.701,0.80,,
"Kepler-214",,-0.359,"[Fe/H]",,4.50,,
"Kepler-1417",0.94,-0.240,"[Fe/H]",,4.41,,0.2942
"Kepler-1690",,,,,,,
"16 Cyg",,,,,,,
"HD 102956",1.59,0.130,"[Fe/H]",,3.35,,
"Kepler-251",0.94,-0.160,"[Fe/H]",,4.35,,2.1214
"Kepler-1325",,,,,,,
"Kepler-113",,,,,4.64,,
"HD 40956",,,,,,,
"Kepler-171",0.91,-0.160,"[Fe/H]",,4.56,,6.2880
"Kepler-1350",0.47,-0.200,"[Fe/H]",,4.81,,6.7149
"GJ 1148",,,,,,,
"Kepler-286",,,,,,,
"Kepler-1390",0.86,-0.340,"[Fe/H]",,4.58,,1.5826
"Kepler-592",,,,,4.52,,
"Kepler-739",0.99,-0.220,"[Fe/H]",,4.52,,0.8000
"Kepler-294",1.03,-0.020,"[Fe/H]",,4.50,,1.5831
"HD 108863",2.17,0.000,"[Fe/H]",,3.06,,
"Kepler-638",,-0.381,"[Fe/H]",,4.15,,
"Kepler-607",0.81,0.020,"[Fe/H]",,4.45,,0.1066
"Kepler-1220",1.06,,,0.025,4.47,,1.5222
"Kepler-31",,,,,,,
"Kepler-281",,,,,,,
"Kepler-1846",,,,,,,
"Kepler-1485",1.06,0.000,"[Fe/H]",,4.39,,0.2251
"Kepler-1828",0.94,-0.120,"[Fe/H]",,4.55,,2.6527
"Kepler-27",0.98,0.360,"[Fe/H]",,4.56,,0.7180
"Kepler-859",0.81,-0.020,"[Fe/H]",,4.59,4.570,
"Kepler-325",0.91,-0.050,"[Fe/H]",,4.51,4.170,
"Kepler-152",0.83,,,,4.63,0.800,
"Kepler-1768",0.90,,,,4.47,,
"Kepler-869",,,,,,,
