pl_name,discoverymethod,disc_year,disc_telescope,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_eqt
"Kepler-1750 b","Transit",2021,"0.95 m Kepler Telescope",205.91200260,0.678500,6.004,0.536,30.10000,0.09470,0.764000,2.98000000000e+02
"Kepler-1782 b","Transit",2021,"0.95 m Kepler Telescope",5.75622988,0.058200,2.229,0.199,5.60000,0.01760,2.780000,7.73000000000e+02
"TOI-1442 b","Transit",2022,"0.1 m TESS Telescope",0.40906770,0.007100,1.170,0.104,1.71000,0.00537,5.870000,1.07200000000e+03
"Kepler-1862 b","Transit",2021,"0.95 m Kepler Telescope",16.05730057,0.119900,2.203,0.197,5.49000,0.01730,2.820000,6.45000000000e+02
"HD 106252 b","Radial Velocity",2002,"3.0 m C. Donald Shane Telescope",1531.00000000,2.610000,12.500,1.110,3178.28407,10.00000,8.940000,
"HD 109286 b","Radial Velocity",2021,"1.93 m Telescope",520.10000000,1.259000,13.200,1.170,950.30694,2.99000,2.270000,2.59400000000e+02
"Kepler-138 e","Transit Timing Variations",2022,"Multiple Telescopes",38.23000000,0.180300,0.797,0.071,0.43000,0.00135,4.670000,2.92000000000e+02
"Kepler-1771 b","Transit",2021,"0.95 m Kepler Telescope",88.64399719,0.381500,4.055,0.362,15.50000,0.04870,1.280000,3.91000000000e+02
"Kepler-1776 b","Transit",2021,"0.95 m Kepler Telescope",35.01190186,0.212400,2.612,0.233,7.33000,0.02300,2.260000,6.03000000000e+02
"Kepler-1763 b","Transit",2021,"0.95 m Kepler Telescope",1.48028004,0.025700,1.147,0.102,1.59000,0.00499,5.800000,1.82200000000e+03
"Kepler-1764 b","Transit",2021,"0.95 m Kepler Telescope",70.46829987,0.351200,4.555,0.406,18.80000,0.05930,1.090000,5.11000000000e+02
"Kepler-1765 b","Transit",2021,"0.95 m Kepler Telescope",10.41889954,0.091700,2.495,0.223,6.78000,0.02130,2.400000,8.55000000000e+02
"Kepler-1779 b","Transit",2021,"0.95 m Kepler Telescope",16.34359932,0.126400,3.033,0.271,9.44000,0.02970,1.860000,7.30000000000e+02
"Kepler-1873 b","Transit",2021,"0.95 m Kepler Telescope",0.55884200,0.012800,1.626,0.145,3.28000,0.01030,4.190000,1.78700000000e+03
"Kepler-1878 b","Transit",2021,"0.95 m Kepler Telescope",4.44587994,0.052100,2.920,0.261,8.86000,0.02790,1.960000,1.06300000000e+03
"KMT-2018-BLG-1976L b","Microlensing",2021,"1.6 m wide-field telescope",,3.540000,13.300,1.190,705.57906,2.22000,1.650000,
"KMT-2018-BLG-1996L b","Microlensing",2021,"1.6 m wide-field telescope",,4.270000,13.700,1.230,346.43296,1.09000,0.740000,
"OGLE-2019-BLG-0954L b","Microlensing",2021,"1.3 m Warsaw University Telescope",,2.650000,12.300,1.100,4513.16338,14.20000,13.300000,
"Kepler-1488 b","Transit",2016,"0.95 m Kepler Telescope",39.81899320,0.228500,1.860,0.166,4.12000,0.01300,3.520000,6.50000000000e+02
"Kepler-1311 b","Transit",2016,"0.95 m Kepler Telescope",11.17269940,0.098900,1.240,0.111,2.07000,0.00651,5.970000,1.01900000000e+03
"Kepler-1321 c","Transit",2016,"0.95 m Kepler Telescope",2.22649109,0.026700,2.400,0.214,6.35000,0.02000,2.520000,6.97000000000e+02
"Kepler-1696 b","Transit",2020,"0.95 m Kepler Telescope",65.94090000,0.324400,2.810,0.251,8.29000,0.02610,2.050000,4.54000000000e+02
"KMT-2019-BLG-0371L b","Microlensing",2021,"1.6 m wide-field telescope",,0.790000,12.600,1.130,2447.27873,7.70000,6.720000,
"HD 24040 b","Radial Velocity",2006,"10 m Keck I Telescope",3668.00000000,4.920000,13.000,1.160,1226.82380,3.86000,3.070000,
"HD 3765 b","Radial Velocity",2021,"Multiple Telescopes",1211.00000000,2.108000,8.560,0.764,54.98431,0.17300,0.482000,
"Kepler-1812 b","Transit",2021,"0.95 m Kepler Telescope",7.16521978,0.076500,2.325,0.207,6.01000,0.01890,2.630000,1.03400000000e+03
"Kepler-1822 b","Transit",2021,"0.95 m Kepler Telescope",22.13339996,0.141600,2.648,0.236,7.50000,0.02360,2.220000,5.07000000000e+02
"KMT-2018-BLG-1025L b","Microlensing",2021,"1.6 m wide-field telescope",,1.305000,2.340,0.208,6.05900,0.01906,2.600000,
"Kepler-1826 b","Transit",2021,"0.95 m Kepler Telescope",1.61536002,0.021300,1.475,0.132,2.78000,0.00874,4.760000,8.06000000000e+02
"Kepler-1830 b","Transit",2021,"0.95 m Kepler Telescope",56.49330139,0.325900,3.330,0.297,11.10000,0.03480,1.650000,6.81000000000e+02
"Kepler-1840 b","Transit",2021,"0.95 m Kepler Telescope",131.19000240,0.464400,2.778,0.248,8.13000,0.02560,2.080000,2.84000000000e+02
"HD 39194 d","Radial Velocity",2021,"3.6 m ESO Telescope",33.91000000,0.185000,1.830,0.163,4.00000,0.01259,3.590000,
"HD 25723 b","Radial Velocity",2020,"Coude Auxiliary Telescope",457.01000000,1.490000,13.300,1.180,794.57102,2.50000,1.860000,
"CD Cet b","Radial Velocity",2020,"3.5 m telescope",2.29070000,0.018500,1.820,0.162,3.95000,0.01243,3.600000,4.64000000000e+02
"OGLE-2018-BLG-1185L b","Microlensing",2021,"1.3 m Warsaw University Telescope",,1.540000,2.830,0.253,8.40000,0.02643,2.040000,
"TCP J05074264+2447555 b","Microlensing",2018,"Multiple Telescopes",,0.940000,4.720,0.421,20.00000,0.06293,1.050000,
"17 Sco b","Radial Velocity",2020,"Coude Auxiliary Telescope",578.38000000,1.450000,12.900,1.150,1373.01872,4.32000,3.510000,
"HD 39194 c","Radial Velocity",2021,"3.6 m ESO Telescope",14.03000000,0.103000,2.390,0.213,6.30000,0.01982,2.540000,
"Kepler-1852 b","Transit",2021,"0.95 m Kepler Telescope",7.97094011,0.076200,1.886,0.168,4.22000,0.01330,3.460000,7.60000000000e+02
"Kepler-385 b","Transit",2014,"0.95 m Kepler Telescope",10.04368600,0.097000,2.730,0.244,12.80000,0.04000,3.460000,9.51000000000e+02
"Kepler-1947 b","Transit",2021,"0.95 m Kepler Telescope",6.96363020,0.071100,1.010,0.090,1.01000,0.00317,5.380000,1.29800000000e+03
"Kepler-1933 b","Transit",2021,"0.95 m Kepler Telescope",4.94329023,0.056100,1.180,0.105,1.76000,0.00553,5.890000,1.05800000000e+03
"HD 96700 d","Radial Velocity",2021,"3.6 m ESO Telescope",103.50000000,0.424000,3.610,0.322,12.70000,0.03996,1.480000,
"OGLE-2007-BLG-349L AB c","Microlensing",2016,"1.3 m Warsaw University Telescope",2557.00000000,2.590000,10.700,0.952,80.00000,0.25171,0.359000,
"HD 189567 c","Radial Velocity",2021,"3.6 m ESO Telescope",33.68800000,0.197000,2.540,0.227,7.00000,0.02202,2.350000,
"HD 93385 b","Radial Velocity",2021,"3.6 m ESO Telescope",7.34260000,0.075600,1.880,0.168,4.20000,0.01321,3.470000,
"Kepler-1909 b","Transit",2021,"0.95 m Kepler Telescope",2.39160991,0.030600,1.092,0.097,1.33000,0.00419,5.610000,1.03100000000e+03
"Kepler-1939 b","Transit",2021,"0.95 m Kepler Telescope",2.79065990,0.033400,1.165,0.104,1.68000,0.00528,5.840000,8.16000000000e+02
"Kepler-1719 b","Transit",2021,"0.95 m Kepler Telescope",6.14955998,0.067400,3.950,0.352,14.80000,0.04650,1.320000,1.28700000000e+03
"Kepler-1932 b","Transit",2021,"0.95 m Kepler Telescope",0.52417702,0.012300,1.515,0.135,2.91000,0.00914,4.600000,1.89100000000e+03
"HD 93385 c","Radial Velocity",2021,"3.6 m ESO Telescope",13.18000000,0.112000,2.560,0.229,7.10000,0.02234,2.330000,
"HD 96700 b","Radial Velocity",2021,"3.6 m ESO Telescope",8.12450000,0.077700,2.930,0.261,8.90000,0.02800,1.940000,
"HD 93385 d","Radial Velocity",2021,"3.6 m ESO Telescope",45.85000000,0.256500,2.890,0.258,8.70000,0.02737,1.980000,
"HD 154088 b","Radial Velocity",2021,"3.6 m ESO Telescope",18.56000000,0.134000,2.460,0.219,6.60000,0.02077,2.440000,
"HD 156668 b","Radial Velocity",2010,"10 m Keck I Telescope",4.64550000,0.050000,1.870,0.167,4.15000,0.01300,3.490000,
"Kepler-1737 b","Transit",2021,"0.95 m Kepler Telescope",64.61750031,0.297000,5.395,0.481,25.10000,0.07900,0.878000,3.83000000000e+02
"Kepler-1700 b","Transit",2020,"0.95 m Kepler Telescope",234.23900000,0.757600,2.901,0.259,8.76000,0.02760,1.970000,3.29000000000e+02
"Kepler-1514 c","Transit",2020,"0.95 m Kepler Telescope",10.51418100,0.099700,1.176,0.105,1.74000,0.00546,5.880000,1.06600000000e+03
"Kepler-501 b","Transit",2016,"0.95 m Kepler Telescope",5.64067757,0.062700,4.300,0.384,17.10000,0.05370,1.180000,1.12500000000e+03
"Kepler-196 c","Transit",2014,"0.95 m Kepler Telescope",47.42773700,0.240000,2.240,0.200,5.65000,0.01780,2.760000,4.07000000000e+02
"V830 Tau b","Radial Velocity",2016,"Multiple Telescopes",4.92700000,0.057000,14.000,1.250,222.48100,0.70000,0.446000,
"HD 164922 c","Radial Velocity",2016,"Multiple Telescopes",75.74000000,0.341000,3.660,0.327,13.00000,0.04090,1.460000,4.00500000000e+02
"HD 164922 d","Radial Velocity",2020,"3.58 m Telescopio Nazionale Galileo",12.45800000,0.103000,1.830,0.163,4.00000,0.01259,3.590000,
"Kepler-1758 b","Transit",2021,"0.95 m Kepler Telescope",9.97721005,0.091900,2.571,0.229,7.13000,0.02240,2.310000,1.02800000000e+03
"Kepler-913 b","Transit",2016,"0.95 m Kepler Telescope",10.29672521,0.100900,2.060,0.184,4.90000,0.01540,3.080000,1.12900000000e+03
"Kepler-1775 b","Transit",2021,"0.95 m Kepler Telescope",85.65399933,0.398600,3.648,0.325,12.90000,0.04060,1.460000,5.22000000000e+02
"BD-11 4672 c","Radial Velocity",2020,"3.58 m Telescopio Nazionale Galileo",74.20000000,0.300000,4.040,0.360,15.37000,0.04836,1.280000,
"HD 331093 b","Radial Velocity",2021,"1.93 m Telescope",621.62000000,1.440000,13.600,1.210,476.74261,1.50000,1.040000,
"KIC 8121913 b","Orbital Brightness Modulation",2021,"0.95 m Kepler Telescope",3.29460100,,13.400,1.190,667.43965,2.10000,1.520000,
"HD 168009 b","Radial Velocity",2021,"Multiple Telescopes",15.14790000,0.119200,3.050,0.272,9.53485,0.03000,1.850000,
"HD 360 b","Radial Velocity",2021,"1.88 m Telescope",273.10000000,0.980000,14.000,1.250,238.37131,0.75000,0.477000,
"Kepler-1671 b","Transit",2020,"0.95 m Kepler Telescope",4.16787000,0.049100,1.326,0.118,2.32000,0.00729,5.470000,9.62000000000e+02
"Kepler-1675 b","Transit",2020,"0.95 m Kepler Telescope",63.03820000,0.307600,3.125,0.279,9.93000,0.03130,1.790000,4.65000000000e+02
"Kepler-1781 b","Transit",2021,"0.95 m Kepler Telescope",4.88752985,0.057400,2.381,0.212,6.26000,0.01970,2.550000,1.00300000000e+03
"Kepler-1769 b","Transit",2021,"0.95 m Kepler Telescope",89.19349670,0.398700,4.465,0.398,18.20000,0.05730,1.120000,4.83000000000e+02
"Kepler-1770 b","Transit",2021,"0.95 m Kepler Telescope",16.84189987,0.126100,2.841,0.253,8.45000,0.02660,2.020000,6.99000000000e+02
"Kepler-1815 b","Transit",2021,"0.95 m Kepler Telescope",12.19139957,0.098400,2.749,0.245,7.99000,0.02510,2.110000,7.63000000000e+02
"HD 22496 b","Radial Velocity",2021,"8.2 m ESO VLT UT3 Melipal Telescope",5.09071000,0.051000,2.220,0.198,5.57000,0.01753,2.800000,5.73000000000e+02
"HD 211403 b","Radial Velocity",2021,"1.93 m Telescope",223.80000000,0.768000,12.800,1.140,1760.76937,5.54000,4.610000,3.80000000000e+02
"HD 29021 b","Radial Velocity",2017,"1.93 m Telescope",1362.30000000,2.280000,12.900,1.150,1420.69298,4.47000,3.640000,
"Kepler-1165 c","Transit",2021,"0.95 m Kepler Telescope",29.96870041,0.196900,3.361,0.300,11.20000,0.03540,1.620000,6.44000000000e+02
"Kepler-1794 b","Transit",2021,"0.95 m Kepler Telescope",9.76298046,0.082100,1.794,0.160,3.87000,0.01220,3.680000,7.03000000000e+02
"Kepler-1795 b","Transit",2021,"0.95 m Kepler Telescope",13.36019993,0.100200,1.663,0.148,3.40000,0.01070,4.060000,5.20000000000e+02
"Kepler-1828 b","Transit",2021,"0.95 m Kepler Telescope",10.27379990,0.092400,2.116,0.189,5.13000,0.01610,2.980000,7.99000000000e+02
"Kepler-1843 b","Transit",2021,"0.95 m Kepler Telescope",25.54339981,0.171000,2.709,0.242,7.80000,0.02450,2.160000,7.72000000000e+02
"Kepler-1716 b","Transit",2021,"0.95 m Kepler Telescope",35.58100128,0.191600,2.425,0.216,6.46000,0.02030,2.490000,4.08000000000e+02
"Kepler-487 c","Transit",2016,"0.95 m Kepler Telescope",38.65199760,0.214100,2.680,0.239,7.65000,0.02410,2.180000,4.87000000000e+02
"Kepler-1755 b","Transit",2021,"0.95 m Kepler Telescope",24.81209946,0.166800,5.917,0.528,29.40000,0.09240,0.780000,6.31000000000e+02
"Kepler-1777 b","Transit",2021,"0.95 m Kepler Telescope",12.18420029,0.103100,2.132,0.190,5.19000,0.01630,2.940000,8.19000000000e+02
"Kepler-1780 b","Transit",2021,"0.95 m Kepler Telescope",109.44499970,0.427600,3.606,0.322,12.70000,0.03990,1.490000,3.40000000000e+02
"Kepler-1674 b","Transit",2020,"0.95 m Kepler Telescope",62.56110000,0.301700,3.206,0.286,10.40000,0.03260,1.730000,4.17000000000e+02
"Kepler-1677 b","Transit",2020,"0.95 m Kepler Telescope",22.06400000,0.162400,2.702,0.241,7.76000,0.02440,2.160000,7.12000000000e+02
"KIC 8540376 b","Transit",2015,"0.95 m Kepler Telescope",31.80990000,,4.100,0.366,15.80000,0.04960,1.260000,
"Kepler-1854 b","Transit",2021,"0.95 m Kepler Telescope",39.83110046,0.211900,2.587,0.231,7.21000,0.02270,2.290000,4.20000000000e+02
"Kepler-1855 b","Transit",2021,"0.95 m Kepler Telescope",0.72733098,0.011500,1.216,0.109,1.96000,0.00617,5.990000,8.49000000000e+02
"HD 18438 b","Radial Velocity",2023,"1.8 m Telescope",803.00000000,2.100000,12.100,1.080,6674.39655,21.00000,20.700000,
"Kepler-1690 b","Transit",2020,"0.95 m Kepler Telescope",234.63600000,0.709700,2.811,0.251,8.30000,0.02610,2.050000,2.67000000000e+02
"Kepler-1874 b","Transit",2021,"0.95 m Kepler Telescope",56.57320023,0.263300,2.211,0.197,5.52000,0.01740,2.810000,3.56000000000e+02
"Kepler-1881 b","Transit",2021,"0.95 m Kepler Telescope",159.39399720,0.536800,2.981,0.266,9.17000,0.02890,1.900000,2.89000000000e+02
"Kepler-1682 b","Transit",2020,"0.95 m Kepler Telescope",14.83340000,0.113400,2.889,0.258,8.70000,0.02740,1.980000,6.94000000000e+02
"Kepler-1827 b","Transit",2021,"0.95 m Kepler Telescope",3.70061994,0.045500,1.856,0.166,4.10000,0.01290,3.520000,1.32900000000e+03
"Kepler-1684 b","Transit",2020,"0.95 m Kepler Telescope",47.70550000,0.225300,2.871,0.256,8.60000,0.02710,2.000000,3.47000000000e+02
"Kepler-1838 b","Transit",2021,"0.95 m Kepler Telescope",12.14680004,0.109600,1.660,0.148,3.40000,0.01070,4.080000,1.09700000000e+03
"Kepler-1839 b","Transit",2021,"0.95 m Kepler Telescope",5.05675983,0.058300,1.949,0.174,4.46000,0.01400,3.310000,1.04900000000e+03
"Kepler-529 b","Transit",2016,"0.95 m Kepler Telescope",1.98035766,0.030900,1.860,0.166,4.12000,0.01300,3.520000,1.66200000000e+03
"Kepler-1693 b","Transit",2020,"0.95 m Kepler Telescope",12.09990000,0.101100,1.289,0.115,2.21000,0.00695,5.670000,8.07000000000e+02
"Kepler-394 c","Transit",2014,"0.95 m Kepler Telescope",12.13068600,0.110000,1.660,0.148,3.39000,0.01070,4.070000,9.01000000000e+02
"Kepler-394 d","Transit",2021,"0.95 m Kepler Telescope",5.61358023,0.064600,1.501,0.134,2.86000,0.00900,4.650000,1.16500000000e+03
"Kepler-27 d","Transit",2021,"0.95 m Kepler Telescope",6.54628992,0.066800,2.706,0.241,7.78000,0.02450,2.160000,8.10000000000e+02
"Kepler-281 d","Transit",2021,"0.95 m Kepler Telescope",148.27200320,0.545600,5.937,0.530,29.50000,0.09300,0.774000,3.21000000000e+02
"Kepler-1693 c","Transit",2021,"0.95 m Kepler Telescope",5.36370993,0.058800,0.977,0.087,0.89400,0.00281,5.270000,1.05900000000e+03
"Kepler-1802 c","Transit",2021,"0.95 m Kepler Telescope",33.13610077,0.174800,2.322,0.207,6.00000,0.01890,2.630000,3.57000000000e+02
"Kepler-534 b","Transit",2016,"0.95 m Kepler Telescope",15.95994513,0.127200,2.240,0.200,5.65000,0.01780,2.760000,7.21000000000e+02
"Kepler-381 d","Transit",2021,"0.95 m Kepler Telescope",8.25629997,0.085000,1.067,0.095,1.23000,0.00386,5.570000,1.38700000000e+03
"Kepler-324 e","Transit",2021,"0.95 m Kepler Telescope",13.97939968,0.107400,2.039,0.182,4.81000,0.01510,3.120000,6.35000000000e+02
"Kepler-1315 c","Transit",2021,"0.95 m Kepler Telescope",6.56606007,0.064000,1.844,0.165,4.06000,0.01280,3.560000,7.77000000000e+02
"Kepler-1893 b","Transit",2021,"0.95 m Kepler Telescope",4.17936993,0.050400,1.706,0.152,3.55000,0.01120,3.930000,1.19400000000e+03
"Kepler-1038 b","Transit",2016,"0.95 m Kepler Telescope",148.46033820,0.523800,3.530,0.315,12.20000,0.03840,1.520000,2.85000000000e+02
"Kepler-1695 b","Transit",2020,"0.95 m Kepler Telescope",4.73290000,0.052900,1.119,0.100,1.46000,0.00458,5.720000,9.57000000000e+02
"Kepler-1905 b","Transit",2021,"0.95 m Kepler Telescope",3.42392993,0.045100,1.446,0.129,2.69000,0.00845,4.890000,1.21200000000e+03
"Kepler-1907 b","Transit",2021,"0.95 m Kepler Telescope",5.65245009,0.056500,0.870,0.078,0.58900,0.00185,4.920000,8.56000000000e+02
"Kepler-534 c","Transit",2021,"0.95 m Kepler Telescope",7.37868977,0.076100,1.227,0.109,2.02000,0.00637,6.010000,9.33000000000e+02
"Kepler-1955 b","Transit",2021,"0.95 m Kepler Telescope",14.26519966,0.117000,1.167,0.104,1.69000,0.00531,5.850000,8.53000000000e+02
"Kepler-1468 d","Transit",2021,"0.95 m Kepler Telescope",19.59059906,0.145600,3.332,0.297,11.10000,0.03490,1.650000,8.19000000000e+02
"Kepler-1165 b","Transit",2016,"0.95 m Kepler Telescope",9.47852200,0.091400,1.550,0.138,3.02000,0.00951,4.460000,9.46000000000e+02
"Kepler-1954 b","Transit",2021,"0.95 m Kepler Telescope",5.88343000,0.062500,1.802,0.161,3.90000,0.01230,3.660000,9.49000000000e+02
"Kepler-1958 b","Transit",2021,"0.95 m Kepler Telescope",9.32861996,0.085600,2.051,0.183,4.86000,0.01530,3.090000,8.06000000000e+02
"Kepler-1964 b","Transit",2021,"0.95 m Kepler Telescope",2.44082999,0.032200,1.781,0.159,3.83000,0.01200,3.730000,9.86000000000e+02
"Kepler-1488 c","Transit",2021,"0.95 m Kepler Telescope",6.15826988,0.065800,1.652,0.147,3.37000,0.01060,4.110000,1.21200000000e+03
"Kepler-1665 b","Transit",2020,"0.95 m Kepler Telescope",11.95480000,0.100600,2.839,0.253,8.44000,0.02660,2.030000,9.06000000000e+02
"KIC 10068024 b","Orbital Brightness Modulation",2021,"0.95 m Kepler Telescope",2.07354900,,13.400,1.190,635.65681,2.00000,1.450000,
"Kepler-1067 c","Transit",2021,"0.95 m Kepler Telescope",5.42583990,0.060100,1.747,0.156,3.70000,0.01160,3.810000,9.73000000000e+02
"Kepler-1312 c","Transit",2021,"0.95 m Kepler Telescope",1.11611998,0.020900,1.027,0.092,1.07000,0.00337,5.420000,1.65900000000e+03
"Kepler-1321 b","Transit",2016,"0.95 m Kepler Telescope",11.12830484,0.078100,4.920,0.439,21.50000,0.06760,0.992000,4.08000000000e+02
"Kepler-1322 c","Transit",2021,"0.95 m Kepler Telescope",6.45998001,0.065200,2.155,0.192,5.29000,0.01660,2.900000,8.83000000000e+02
"Kepler-1816 b","Transit",2021,"0.95 m Kepler Telescope",91.50099945,0.364800,1.968,0.176,4.53000,0.01430,3.270000,3.10000000000e+02
"Kepler-1679 b","Transit",2020,"0.95 m Kepler Telescope",9.75376000,0.089200,2.069,0.185,4.93000,0.01550,3.060000,8.13000000000e+02
"Kepler-1841 b","Transit",2021,"0.95 m Kepler Telescope",25.88599968,0.160600,1.489,0.133,2.82000,0.00888,4.690000,5.42000000000e+02
"Kepler-1846 b","Transit",2021,"0.95 m Kepler Telescope",14.82009983,0.108900,1.764,0.157,3.76000,0.01180,3.770000,5.52000000000e+02
"Kepler-1687 b","Transit",2020,"0.95 m Kepler Telescope",5.77954000,0.053200,1.656,0.148,3.38000,0.01060,4.090000,5.98000000000e+02
"Kepler-1729 b","Transit",2021,"0.95 m Kepler Telescope",4.22097015,0.041800,3.894,0.347,14.40000,0.04540,1.340000,5.95000000000e+02
"Kepler-1713 b","Transit",2021,"0.95 m Kepler Telescope",18.01160049,0.146900,1.717,0.153,3.59000,0.01130,3.900000,9.00000000000e+02
"HD 203030 b","Imaging",2006,"5.1 m Hale Telescope",,487.100000,14.460,1.290,3496.11248,11.00000,6.350000,1.04000000000e+03
"Kepler-1530 d","Transit",2021,"0.95 m Kepler Telescope",9.20761013,0.086500,3.279,0.293,10.80000,0.03390,1.680000,9.72000000000e+02
"Kepler-1899 b","Transit",2021,"0.95 m Kepler Telescope",4.09577990,0.045700,1.551,0.138,3.02000,0.00952,4.450000,8.51000000000e+02
"GJ 3512 b","Radial Velocity",2019,"3.5 m telescope",203.69000000,0.337000,14.300,1.270,146.20107,0.46000,0.275000,
"Kepler-1663 b","Transit",2020,"0.95 m Kepler Telescope",17.60460000,0.107200,3.304,0.295,10.90000,0.03440,1.660000,3.62000000000e+02
"Kepler-1666 c","Transit",2020,"0.95 m Kepler Telescope",40.71570000,0.238300,3.236,0.289,10.50000,0.03320,1.700000,5.78000000000e+02
"Kepler-1692 b","Transit",2020,"0.95 m Kepler Telescope",5.95966000,0.064600,1.112,0.099,1.42000,0.00447,5.680000,8.97000000000e+02
"Kepler-1722 b","Transit",2021,"0.95 m Kepler Telescope",9.17856979,0.081900,2.867,0.256,8.58000,0.02700,2.000000,7.53000000000e+02
"Kepler-1723 b","Transit",2021,"0.95 m Kepler Telescope",39.75289917,0.224900,2.880,0.257,8.65000,0.02720,1.990000,5.68000000000e+02
"Kepler-462 c","Transit",2020,"0.95 m Kepler Telescope",207.62000000,0.758400,4.000,0.357,6.00000,0.01888,0.400000,4.53000000000e+02
"Kepler-1266 c","Transit",2021,"0.95 m Kepler Telescope",4.86631012,0.052000,1.680,0.150,3.46000,0.01090,4.010000,8.81000000000e+02
"Kepler-1898 b","Transit",2021,"0.95 m Kepler Telescope",4.76562023,0.052200,0.934,0.083,0.76000,0.00239,5.130000,1.16700000000e+03
"Kepler-1935 b","Transit",2021,"0.95 m Kepler Telescope",3.95140004,0.046300,2.503,0.223,6.82000,0.02140,2.390000,1.08300000000e+03
"GJ 480 b","Radial Velocity",2020,"Multiple Telescopes",9.56700000,0.068000,3.690,0.330,13.20000,0.04153,1.440000,
"Kepler-1724 b","Transit",2021,"0.95 m Kepler Telescope",6.45442009,0.068300,2.837,0.253,8.43000,0.02650,2.030000,9.99000000000e+02
"Kepler-1726 b","Transit",2021,"0.95 m Kepler Telescope",18.39629936,0.130600,2.509,0.224,6.84000,0.02150,2.380000,5.82000000000e+02
"Kepler-1734 b","Transit",2021,"0.95 m Kepler Telescope",6.79685020,0.071400,3.089,0.276,9.74000,0.03060,1.820000,9.85000000000e+02
"Kepler-1749 b","Transit",2021,"0.95 m Kepler Telescope",14.53409958,0.095600,1.613,0.144,3.23000,0.01020,4.230000,4.20000000000e+02
